id,fecha,hora,ruta,operador,nro_vuelo,tipo_aeronave,registro,cn_ln,total_a_bordo,cantidad_de_fallecidos,fallecidos_en_tierra
3856,1993-10-25,00:00:00,"Franz Josef Glacier, New Zealand",Hibiscus Air,NaN,GAF Nomad N-22,ZK-NOM,4,9.0,9.0,0.0
3857,1993-10-26,13:04:00,"Fuzhou, China",China Eastern Airlines,5398,McDonnell Douglas MD-82,B-2103,49355,80.0,2.0,0.0
3858,1993-10-27,19:30:00,"Near Namsos, Norway",Wideroe's Flyveselksap,NaN,de Havilland Canada DHC-6 Twin Otter 300,LN-BNM,408,20.0,7.0,0.0
3859,1993-11-10,18:05:00,"Sandy Lake, Canada",Air Manitoba,205,Hawker Siddeley HS-748-234 Srs. 2A,C-GQTH,1617,7.0,7.0,0.0
3860,1993-11-13,14:55:00,"Urumqi, China",China Northern Airlines,6901,McDonnell Douglas MD-82,B-2141,49849/1772,102.0,12.0,0.0
3861,1993-11-15,19:07:00,"Near Kerman, Iran",Magistralnye Avialinii,NaN,Antonov AN-124,RA-82071,07-04,17.0,17.0,0.0
3862,1993-11-20,23:30:00,"Near Ohrid, Macedonia",Aviaimpex (Macedonia),110,Yakovlev YAK-42D,RA-42390,4016557,116.0,116.0,0.0
3863,1993-12-01,19:50:00,"Hibbing, Minnesota",Express Airlines - Northwest Airlink,5719,British Aerospace Jetstream BA-3100,N334PX,706,18.0,18.0,0.0
3864,1993-12-03,00:00:00,"Tuktoyaktuk, NWT, Canada",Arctic Wings & Rotors,NaN,Britten Norman BN-2A Trislander7,C-GMOP,0398,7.0,7.0,0.0
3865,1993-12-09,00:00:00,"Off Dakar, Senegal",Air Senegal / Gambia Airways,NaN,DHC-6 Twin Otter 300 / NAMC YS-11,6V-ADE / C5-GAA,393 / 2030,3.0,3.0,0.0
3866,1993-12-13,09:20:00,"Phonesavanh, Laos",Lao Aviation,NaN,Yunshuji Y-12-II,RDPL-34117,0042,18.0,18.0,0.0
3867,1993-12-15,14:00:00,"Near Naga, Philippines",Military - Philippine Air Force,NaN,Lockheed C-130H,4761,4761,29.0,29.0,0.0
3868,1993-12-26,20:57:00,"Gyumri, Armenia",Kuban Airlines,5719,Antonov AN-26,RA-26141,12903,36.0,36.0,0.0
3869,1994-01-03,12:08:00,"Near Mamony, Siberia, Russia",Baikal Air,130,Tupolev TU-154M,RA-85656,89A801,124.0,124.0,1.0
3870,1994-01-07,23:21:00,"Columbus, Ohio",Atlantic Coast Airlines (United Express),6291,British Aerospace Jetstream 4101,N304UE,41016,8.0,5.0,0.0
3871,1994-02-24,11:16:00,"Nalchik, Russia",North Western Air Transport,SP9045,Antonov AN-12V,RA-11118,013480002,13.0,13.0,0.0
3872,1994-02-25,19:46:00,"East Midlands, England",British World Airways,4272,Vickers 813 Viscount,G-OHOT,349,2.0,1.0,0.0
3873,1994-02-25,00:00:00,"Near Carpish, Peru",Expresso Aéreo,NaN,Yakovlev YAK-40,OB-1559,9640950,31.0,31.0,0.0
3874,1994-03-02,17:59:00,"New York, New York",Continental Airlines,795,McDonnell Douglas MD-82,N18835,49439,116.0,0.0,0.0
3875,1994-03-08,14:54:00,"New Delhi, India",Sahara,NaN,Boeing 737-2R4C,VT-SIA,21763/571,4.0,4.0,0.0
3876,1994-03-14,00:00:00,"Off Malindi, Kenya",Military - U.S. Air Force,NaN,Lockheed C-130H Hercules,69-6576,4351,8.0,8.0,0.0
3877,1994-03-17,22:30:00,Near Nag,Military - Iranian Air Force,-,Lockheed Hercules C-130,5-8521,4432,32.0,32.0,0.0
3878,1994-03-18,11:43:00,"Key West, Florida",Chalk's International Airlines,NaN,Grumman G-73T Turbo Mallard,N150FB,J-51,2.0,2.0,0.0
3879,1994-03-18,01:56:00,"Spokane, Washington",Salair,NaN,Douglas DC-3C,N3433Y,43089,2.0,2.0,0.0
3880,1994-03-21,17:54:00,"Weipa, Australia",Aurukun Air Services,NaN,Britten-Norman BN-2A-21 Trislander,VH-JUU,0632,6.0,6.0,0.0
3881,1994-03-23,00:57:00,"Near Mezhdurechensk, Russia",Aeroflot Russian International Airways,593,Airbus A310-304,F-OGQS,596,75.0,75.0,0.0
3882,1994-04-03,16:36:00,"Lamoille, Nevada",Air Taxi - El Aero Services Inc.,NaN,Bell 206B3,N27736,2773,5.0,5.0,0.0
3883,1994-04-04,14:46:00,"Amsterdam, Netherlands",KLM Cityhopper,433,Saab 340B,PH-KSH,195,24.0,3.0,0.0
3884,1994-04-06,20:20:00,"Kigali, Rwanda",Rwanda Government,NaN,Dassault Falcon 50,9XR-NN,006,12.0,12.0,0.0
3885,1994-04-06,00:00:00,"Ambato, Ecuador",TAME,NaN,de Havilland Canada DHC-6 Twin Otter 300,FAE450,436,17.0,17.0,0.0
3886,1994-04-14,09:25:00,Northern Iraq,Military - U.S. Army / Military U.S. Army,NaN,Sikorsky UH-60 / Sikorsky UH-60,8726000/8826060,NaN,26.0,26.0,0.0
3887,1994-04-25,00:00:00,"Nanga Pinoh, Indonesia",Dirgantara Air Services,NaN,Britten Norman BN-2A-21 Trislander,PK-ZAA,0730,11.0,11.0,0.0
3888,1994-04-26,20:16:00,"Near Komaki, Aichi, Japan",China Airlines (Taiwan),140,Airbus A300B4-622R,B-1816,580,271.0,264.0,0.0
3889,1994-05-07,00:00:00,"Sao Gabriel, Brazil",Rico Taxi Aero,NaN,Embraer 110 Bandeirante,PT-GJW,110-072,16.0,8.0,0.0
3890,1994-05-23,10:55:00,"Loma Linda, Colombia",Arall,NaN,Pilatus Britten-Norman BN-2B-27 Islander,HK-2890,2111,11.0,4.0,0.0
3891,1994-05-28,07:38:00,"Near Villavicencio, Colombia",Transoriente Colombia,NaN,Douglas DC-3 (C-53D-DO),HK-2213,11752,29.0,7.0,0.0
3892,1994-06-02,18:00:00,"Near Campbeltown, Scotland",Military - Royal Air Force,NaN,Boeing Vertol Chinook HC-2 (helicopter),ZD576,MA036,29.0,29.0,0.0
3893,1994-06-06,08:20:00,"Near Xi'an, China",China Northwest Airlines,2303,Tupolev TU-154M,B-2610,86A-740,160.0,160.0,0.0
3894,1994-06-13,18:50:00,"Near Uruapan, Mexico",Aerolineas Cuahonte,NaN,Swearingen SA.226TC Metro II,XA-SLU,TC-401,9.0,9.0,0.0
3895,1994-06-18,12:20:00,"Mt.  Kalora, Indonesia",Merpati Nusantara Airlines,NaN,Fokker F-27 Friendship 500F,PK-MFI,10597,12.0,12.0,0.0
3896,1994-06-18,06:25:00,"Chantilly, Virginia",TAESA,NaN,Learjet 25D,XA-BBA,25D223,12.0,12.0,0.0
3897,1994-06-26,19:35:00,"Abidjan, Ivory Coast",Air Ivorie,777,Fokker F-27 Friendship 400M,TU-TIP,10577,17.0,17.0,0.0
3898,1994-06-29,00:00:00,"Near Logar, Afghanistan",Military - Dostum-Galboddin Militia,NaN,Antonov AN-32,NaN,NaN,70.0,50.0,0.0
3899,1994-06-30,17:41:00,"Toulouse-Blagnac, France",Airbus Industrie,129,Airbus A330-321,F-WWKH,042,7.0,7.0,0.0
3900,1994-07-01,08:30:00,"Near Tidjika, Mauritania",Air Mauritanie,625,Fokker F-28 Fellowship 4000,5T-CLF,11092,93.0,80.0,0.0
3901,1994-07-02,18:43:00,"Charlotte, North Carolina",USAir,1016,McDonnell Douglas DC-9-30,N954VJ,47590,57.0,37.0,0.0
3902,1994-07-14,15:36:00,"Hanalei, Hawaii",Air Taxi - Papillion Helicopters Ltd.,NaN,Aerospatiale AS350D,N151BH,NaN,7.0,3.0,0.0
3903,1994-07-17,21:45:00,"Near Fort de France, Martinique",Air Martinique,NaN,Britten-Norman BN-2B-26 Islander,8P-TAD,2152,6.0,6.0,0.0
3904,1994-07-17,00:00:00,"Boma, Democratic Republic Congo",Sankuru Air Service,NaN,Yakovlev 40D,RA-87256,9311326,9.0,5.0,0.0
3905,1994-07-19,16:30:00,"Colon, Panama",Alas Chiricanas,NaN,Embraer 110P1 Bandeirante,HP-1202AC,110-375,21.0,21.0,0.0
3906,1994-07-26,00:00:00,"East Kalimantan, Indonesia",Airfast Services,NaN,Sikorsky S-58ET,PK-OBT,58-1098,18.0,18.0,0.0
3907,1994-08-05,08:50:00,"Near Boda, Russia",Military - Russian Air Force,NaN,Antonov AN-12,NaN,NaN,47.0,47.0,0.0
3908,1994-08-07,13:55:00,"Kodiak, Alaska",Air Taxi - Uyak Air Services Inc.,NaN,de Havilland DHC-2,N126UA,NaN,7.0,6.0,0.0
3909,1994-08-10,11:22:00,"Cheju, South Korea",Korean Airlines,2033,Airbus A300B4-622R,HL-7296,583,160.0,0.0,0.0
3910,1994-08-11,17:00:00,"Alsworth, Alaska",Air Taxi - Talon Air Services Inc.,NaN,de Havilland DHC-2,N17394,495,3.0,3.0,0.0
3911,1994-08-12,21:05:00,"Whiting, New Jersey",Air Taxi - National Helicopters,NaN,Bell 206L-4,N124NH,52089,3.0,3.0,0.0
3912,1994-08-21,00:00:00,"Near Agadir, Morocco",Royal Air Maroc,630,Aerospatiale ATR-42-300,CN-CDT,127,44.0,44.0,0.0
3913,1994-09-08,19:03:00,"Near Aliquippa, Pennsylvania",USAir,427,Boeing B-737-3B7,N513AU,23699/1452,132.0,132.0,0.0
3914,1994-09-13,12:05:00,"Near Abuja, Nigeria",Aerocontroctors - Charter,NaN,de Havilland Canada DHC-6 Twin Otter 300,5N-ATQ,538,5.0,3.0,0.0
3915,1994-09-17,11:48:00,"Fish Egg Inlet, Canada",Pacific Coastal Airlines,NaN,de Havilland Canada DHC-6 Twin Otter 100,C-FDMR,36,4.0,3.0,0.0
3916,1994-09-18,08:07:00,"Tamanrasset, Algeria",Oriental Airlines,NaN,BAC One-Eleven 515FB,5N-IMO,229,39.0,5.0,0.0
3917,1994-09-23,19:15:00,"Kowloon Bay, Hong Kong",Heavylift Cargo Airlines,NaN,Lockheed L-100-30 Hercules,PK-PLV,4826,12.0,6.0,0.0
3918,1994-09-26,17:37:00,"Near Vanavera, Russia",Cheremshanka Airlines,NaN,Yakovlev YAK-40,RA-87468,9441337,28.0,28.0,0.0
3919,1994-09-28,00:00:00,"Bahia Negra, Paraguay",TAM Paraguay,NaN,Douglas C-47D,FAP2009,34346,27.0,1.0,0.0
3920,1994-09-30,11:10:00,"Chaibukha, Russia",Arsenyev Aviation Production Association,NaN,Antonov AN-8,RA-27209,OA-3460,20.0,8.0,0.0
3921,1994-10-08,15:45:00,"Mitu, Colombia",SELVA,NaN,Antonov AN-32B,HK3929X,3301,10.0,10.0,0.0
3922,1994-10-12,22:50:00,"Krakas Mountains, near Natanz , Iran",Iran Asseman Airlines,746,Fokker F-28 Fellowship 1000,EP-PAV,11070,66.0,66.0,0.0
3923,1994-10-14,22:00:00,"Near Formoso do Aragala, Brazil",Military - Brazilian Air Force,NaN,Lockheed C-130E,C-130-2460,4293,21.0,21.0,0.0
3924,1994-10-26,00:00:00,"Near Cuito, Angola",Military - Angolan Air Force,NaN,Mil Mi-8MTV (helicopter),H534,NaN,22.0,22.0,0.0
3925,1994-10-29,21:30:00,"Near Ust'-Ilimsk, Russia",Aeronica,NaN,Antonov AN-12A,RA-11790,1340302,23.0,23.0,0.0
3926,1994-10-29,10:32:00,"Batagaj, Russia",Yakutavia,NaN,Antonov AN-2,RA-33008,1G217-55,19.0,7.0,0.0
3927,1994-10-31,15:59:00,"Roselawn, Indiana",American Eagle,4184,ATR-72-212,N401AM,401,68.0,68.0,0.0
3928,1994-11-01,00:00:00,"Off Cozumel, Mexico",Transportes Aereos Pegaso,NaN,Bell 212,XA-SVS,30824,14.0,14.0,0.0
3929,1994-11-04,00:00:00,"Near Nabire, Indonesia",Trigana Air Service,NaN,de Havilland Canada DHC-6 Twin Otter 100,PK-YNM,55,4.0,4.0,0.0
3930,1994-11-05,00:00:00,"Saposa, Peru",SA Amazonica,NaN,Yakovlev YAK-40,OB-1569,9140220,30.0,6.0,0.0
3931,1994-11-16,02:40:00,"Avenal, California",Ameriflight,NaN,Beechcraft C99,N63995,U-178,1.0,1.0,0.0
3932,1994-11-22,11:40:00,Papua New Guinea,Southwest Air,NaN,Britten Norman BN-2A Trislander,P2-SWC,0835,7.0,7.0,0.0
3933,1994-11-22,22:03:00,"Bridgeton, Missouri",Trans World Airlines / Private,NaN,McDonnell Douglas DC-9-82 / Cessna 441,N954U/N411KM,49426 / 0196,142.0,2.0,0.0
3934,1994-11-25,00:00:00,"Near Cuito, Angola",Military - Angolan Air Force,NaN,Mil Mi-17 (helicopter),H584,NaN,22.0,22.0,0.0
3935,1994-12-10,11:30:00,Pacific Ocean,Philippine Air Lines,434,Boeing B-747-200,EI-BWF,21575,293.0,1.0,0.0
3936,1994-12-13,18:34:00,"Morrisville, North Carolina",American Eagle,3379,British Aerospace Jetstream 3201,N918AE,918,20.0,15.0,0.0
3937,1994-12-15,06:15:00,"Lobito, Angola",SL Aviation Services,NaN,Douglas DC-3,N96BF,13321,2.0,2.0,0.0
3938,1994-12-17,10:30:00,"Cerro Aicha, Venezuela",Servivensa,NaN,Douglas C-47A-10-DK,YV-761C,12476,9.0,7.0,0.0
3939,1994-12-17,13:20:00,"Papua, New Guinea",Missionary Aviation Fellowship,NaN,de Havilland Canada DHC-6 Twin Otter 200,P2-MFS,187,28.0,28.0,0.0
3940,1994-12-21,09:53:00,"Coventry, England",Phoenix Aviation,702,Boeing 737-2D6C,7T-VEE,20758/322,5.0,5.0,0.0
3941,1994-12-26,17:00:00,"Algiers Airport, Algeria",Air France,8969,Airbus A300B2-1C,F-GBEC,104,239.0,3.0,0.0
3942,1994-12-29,15:30:00,"Near Van, Turkey",Turkish Airlines (THY),278,Boeing B-737-4Y0,TC-JES,26074/2376,76.0,57.0,0.0
3943,1995-01-05,20:45:00,"Isfahan, Iran",Military - Iranian Air Force,NaN,Lockheed 1329 Jetstar 8,1003,5203,12.0,12.0,0.0
3944,1995-01-10,00:00:00,"Off Flores Island, Inodnesia",Merpati Nusantara Airlines,6715,de Havilland Canada DHC-6 Twin Otter 300,PK-NUK,390,14.0,14.0,0.0
3945,1995-01-11,19:38:00,"Cartagena, Colombia",Intercontinental de Aviacion,256,McDonnell Douglas DC-9-14,HK-3839X,45742/26,52.0,51.0,0.0
3946,1995-01-14,19:45:00,"Los Angeles, California",Air Taxi - Wolfe Air Aviation Ltd.,NaN,Bell 206B,N2209P,3520,4.0,2.0,0.0
3947,1995-01-17,13:59:00,"Kathmandu, Nepal",Royal Nepal Airlines,133,de Havilland Canada DHC-6 Twin Otter 300,9N-ABI,392,24.0,2.0,0.0
3948,1995-01-20,19:13:00,"Near Krasnoyarsk, Russia",Abakan Airlines,NaN,Let 410UVP,RA-67120,790316,19.0,3.0,0.0
3949,1995-01-20,00:00:00,"Le Bourget, France",Leadair - Charter,NaN,Dassault Falcon 20E,F-GHLN,225,10.0,10.0,0.0
3950,1995-02-16,20:30:00,"Kansas City, Missouri",ATI,NaN,McDonnell Douglas DC-8-63F,N782AL,45929/367,3.0,3.0,0.0
3951,1995-03-16,00:00:00,"Ossora, Russia",Aeroflot,NaN,Antonov 26B,RA-26084,11806,10.0,9.0,0.0
3952,1995-03-31,09:11:00,"Near Balotesti, Romania",TAROM (Transporturile Aeriene Romane),371,Airbus A310-324,YR-LCC,450/395,60.0,60.0,0.0
3953,1995-04-23,12:40:00,"Lagos, Nigeria",Bristow Helicopters,NaN,de Havilland Canada DHC-6 Twin Otter 300,5N-AJQ,607,9.0,1.0,0.0
3954,1995-04-29,00:00:00,"Near Palaly AFB, Sri Lanka",Military - Sri Lanka Air Force,NaN,Hawker Siddeley HS-748-357/2B SCD,4R-HVA,1768,52.0,52.0,0.0
3955,1995-05-01,13:28:00,"Sioux Falls, Ontario, Canada",Bearskin Airlines / Air Sandy,362 / 3101,Swear. SA-227CC Metro 23/Piper Navajo,C-GYYB/ C-GYPZ,CC-827B /?,8.0,8.0,0.0
3956,1995-05-03,00:45:00,"Quito, Ecuador",American Jet,NaN,Grumman Gulfstream II,N409MA,083,7.0,7.0,0.0
3957,1995-05-09,16:35:00,"Cerro San Jeronimo, Colombia",ADES Colombia,NaN,Curtiss C-46F,HK-3079G,22538,9.0,9.0,0.0
3958,1995-05-13,00:00:00,"Near Boise, Idaho",Military - U.S. Air Force,NaN,Lockheed C-130E Hercules,62-1838,3801,6.0,6.0,0.0
3959,1995-05-24,16:51:00,"Near Leeds, England",Knight Air,816,Embraer 110 P1 Bandeirante,G-OEAA,110-256,12.0,12.0,0.0
3960,1995-05-25,15:00:00,"Miraflores, Colombia",LACOL,NaN,Douglas DC-3C,HK-3213,25659,11.0,2.0,0.0
3961,1995-05-29,00:00:00,"Off Mbour, Senegal",Senegalair,NaN,Piper PA-31-310 Navajo,6V-AGH,31-205,10.0,6.0,0.0
3962,1995-06-09,09:22:00,"Near Palmerston North, New Zealand",Ansett New Zealand,703,de Havilland Canada DHC-8-102,ZK-NEY,055,21.0,5.0,0.0
3963,1995-06-16,00:00:00,"Volgograd, Russia",Volga Air,NaN,Antonov 2R,CCCP-68142,1G195-47,12.0,12.0,0.0
3964,1995-06-16,14:15:00,"Herputchi, Russia",Aeroflot,NaN,Antonov AN-2,RA-07743,1G259-18,14.0,13.0,0.0
3965,1995-06-17,00:00:00,"Near Cuvela, Angola",Military - Angolan Air Force,NaN,CASA 212-200 Aviocar,T401,A53-2-326,48.0,48.0,0.0
3966,1995-06-24,16:05:00,"Lagos, Nigeria",Harka Air Services,NaN,Tupolev TU-134A,RA-65617,4308068,80.0,16.0,0.0
3967,1995-06-27,09:50:00,"La Romana, Dominican Republic",Salair,NaN,Convair CV-440,N356SA,432,2.0,2.0,0.0
3968,1995-07-01,00:00:00,"Kiunga, Papua New Guinea",Garamut Aviation,NaN,de Havilland Canada C-7A Caribou,P2-VTC,13,3.0,3.0,0.0
3969,1995-07-12,08:00:00,"Gumey, Papua New Guinea",Milne Bay Air,NaN,de Havilland Canada DHC-6 Twin Otter 300,P2-MBI,275,15.0,15.0,0.0
3970,1995-07-17,00:00:00,"Bintuni,  Indonesia",Merpati Nusantara Airlines,NaN,de Havilland Canada DHC-6 Twin Otter 300,PK-NUT,473,18.0,1.0,0.0
3971,1995-07-18,00:00:00,"Near Antananivo, Madagascar",Military - Madagascar Air Force,NaN,Douglas C-47A,5R-MMG,19525,34.0,34.0,0.0
3972,1995-07-25,00:00:00,"Near Karamui, Papua New Guinea",Transniugini Airways,NaN,Britten-Norman BN-2A Islander,P2-TNT,393,2.0,2.0,0.0
3973,1995-08-02,00:00:00,"Johannesburg, South Africa",Aero Air,NaN,Antonov An-2R,RA-05708,1G153-21,3.0,3.0,0.0
3974,1995-08-09,00:00:00,"Near Kaimana, Indonesia",Bourag Indonesia Airlines,NaN,Hawker Siddeley HS-748 2A,PK-KHL,1735,10.0,10.0,0.0
3975,1995-08-09,20:14:00,"Mt. Chichontepec, San Vincente, El Salvador",Aviateca,901,Boeing B-737-2H6,N125GU,23849/1453,65.0,65.0,0.0
3976,1995-08-14,00:00:00,"Nevada del Huila, Colombia",AIRES Colombia,145,Embraer 110P1 Bandeirante,HK-2594,110310,10.0,10.0,0.0
3977,1995-08-21,12:53:00,"Near Carrollton, Georgia",Atlantic Southeast Airlines,529,Embraer 120-RT Brasilia,N256AS,120-122,29.0,10.0,0.0
3978,1995-09-01,12:00:00,"Near Farewell, Alaska",North Star Air Cargo,NaN,Shorts SC-7 Skyvan,N30GA,SH-1839,1.0,1.0,0.0
3979,1995-09-02,08:38:00,"Beaver Dam, Arizona",Adventure Airlines,NaN,Cessna 421C Golden Eagle,N6234G,421C-0265,8.0,8.0,0.0
3980,1995-09-02,00:00:00,"Toronto, Ontario, Canada",Military - Royal Air Force,NaN,British Aerospace Nimrod MR-2P,XV239,8014,7.0,7.0,0.0
3981,1995-09-09,07:15:00,"Near La Macarena, Colombia",SAETA,NaN,CASA 212 Aviocar 200,FAC1152,306,22.0,21.0,0.0
3982,1995-09-11,00:00:00,"Jalalabad, Afghanistan",Ariana Afghan Airlines,NaN,Antonov AN-26B,YA-BAO,14305,51.0,3.0,0.0
3983,1995-09-12,07:20:00,"Off Colombo, Sri Lanka",Military - Sri Lanka Air Force,NaN,Antonov AN-32,CR861,3502,81.0,81.0,0.0
3984,1995-09-15,12:22:00,"Tawau,  Malaysia",Malaysia Airlines,2133,Fokker 50,9M-MGH,20174,53.0,34.0,0.0
3985,1995-09-21,12:30:00,"Near Moron, Mongolia",MIAT - Mongolian Airlines,NaN,Antonov AN-24RV,BNMAU-10103,573101103,43.0,42.0,0.0
3986,1995-09-22,07:45:00,"Anchorage, Alaska",Military - U.S. Air Force,27,Boeing B-707 (E-3B),77-0354,21554/933,24.0,24.0,0.0
3987,1995-09-24,00:00:00,"Sterligov Cape, Russia",Norilsk Flight Company,NaN,Mil Mi-8T,RA-24553,98522942,15.0,15.0,0.0
3988,1995-09-27,19:10:00,"Campbell River, British Columbia, Canada",Western Straits Air,-,De Havilland Dash-3,C-FEBX,38,10.0,8.0,0.0
3989,1995-10-03,08:00:00,"Gunung Antara, Indonesia",Sabang Merauke Raya Air Charter,1994,CASA 212,PK-ZAG,158/28N,14.0,1.0,0.0
3990,1995-10-04,00:00:00,"Barskoon, Kirghizia",Kirghizia Aba Zaoldoru,NaN,Mil Mi-8MTV-1,EX-25179,95489,15.0,15.0,0.0
3991,1995-11-09,21:00:00,"Near Luyaba, Argentina",Military - Argentine Air Force,NaN,Fokker F-27 Friendship 500,TC-72,10619,53.0,53.0,0.0
3992,1995-11-13,08:55:00,"Kaduna, Nigeria",Nigeria Airways,357,Boeing B-737-2F9,5N-AUA,22985,137.0,9.0,0.0
3993,1995-11-22,19:00:00,"Off Jaffna Peninsula , Sri Lanka",Military - Sri Lanka Air Force,NaN,Antonov AN-32,CR862,3503,63.0,63.0,0.0
3994,1995-11-29,10:15:00,"Off Labuan, Malaysia",Sabah Air,NaN,Bell 412 (helicopter),9M-AYW,33171,10.0,10.0,0.0
3995,1995-11-30,19:10:00,"Baku, Azerbaijan",Azerbaijan Airlines,NaN,Boeing 707-323C,4K-401,19584/663,6.0,2.0,0.0
3996,1995-12-03,22:44:00,"Near Douala, Cameroon",Cameroon Airlines,3701,Boeing B-737-2K9,TJ-CBE,23386/1143,78.0,72.0,0.0
3997,1995-12-05,17:55:00,"Near Nakhichevan, Azerbaijan, Russia",Azerbaijani Airlines,56,Tupolev TU-134B-3,4K-65703,63383,82.0,54.0,0.0
3998,1995-12-07,05:20:00,"Near Grossevichi, Russia",Far East Aviation,3949,Tupolev TU-154B,RA-85164,76A-0164,98.0,98.0,0.0
3999,1995-12-13,19:00:00,"Verona  - Villafranca, Italy",Romanian Banat Air,166,Antonov AN-24B,YR-AMR,77303309,49.0,49.0,0.0
4000,1995-12-18,00:00:00,"Cahungula, Angola",Trans Service Airlift,NaN,Lockheed L-188C Electra,9Q-CRR,1080,144.0,141.0,0.0
4001,1995-12-20,21:38:00,"Near Buga, Valle del Cauca, Colombia",American Airlines,965,Boeing B-757-223,N651AA,24609/390,164.0,160.0,0.0
4002,1995-12-22,00:00:00,"Bagasin, Papua New Guinea",Island Airways,NaN,Britten Norman BN-2A-21 Trislander,P2-NAM,0207,12.0,2.0,0.0
4003,1996-01-08,00:00:00,"Off Bridgetown, Barbados",Mustique Airways,NaN,Britten-Norman BN-2A-27 Islander,J8-VAK,436,10.0,1.0,0.0
4004,1996-01-08,12:43:00,"Kinshasa, Zaire",African Air,NaN,Antonov AN-32B,RA-26222,2301,6.0,2.0,225.0
4005,1996-01-18,20:20:00,"Near Kano, Nigeria",Military - Nigerian Air Force,NaN,British Aerospace BAe-125-700B,5N-AXO,257196,14.0,14.0,0.0
4006,1996-01-22,12:00:00,"Off Point Pedro, Sri Lanka",Military - Sri Lanka Air Force,NaN,Mil Mi-17 (helicopter),CH-587,NaN,39.0,39.0,0.0
4007,1996-02-04,14:12:00,"Asuncion, Paraguay",Lineas Aereas del Caribe,NaN,McDonnell Douglas DC-8-55F,HK-3979X,45882/282,4.0,4.0,24.0
4008,1996-02-05,09:50:00,"St. Johns, Arizona",Business Air Connection,NaN,ConvairCV-440,N131T,338,4.0,4.0,0.0
4009,1996-02-06,23:47:00,"Off Puerto Plata, Domincan Republic","Alas Nacionales, leased from Birgen Air",301,Boeing B-757-225,TC-GEN,22206/31,189.0,189.0,0.0
4010,1996-02-11,00:00:00,"Near Kandahar, Afghanistan",Military - Taliban Militia,NaN,NaN,NaN,NaN,20.0,20.0,0.0
4011,1996-02-12,12:01:00,"Port-au-Prince, Hati",Hati Express,NaN,GAF Nomad N-24A,N224E,62,15.0,11.0,0.0
4012,1996-02-26,19:00:00,"Near Jabal Awliya, Sudan",Military - Sudanese Air Force,NaN,Lockheed C-130H,NaN,NaN,91.0,91.0,0.0
4013,1996-02-27,05:40:00,"Near Lukapa, Angola",Aero Tropical,NaN,Antonov 12BP,ER-ACE,402812,8.0,8.0,0.0
4014,1996-02-29,20:25:00,"Arequipa, Peru",Compania de Aviacion Faucett SA (Peru),251,Boeing B-737-222,OB-1451,19072/86,123.0,123.0,0.0
4015,1996-03-09,00:00:00,"Near Mesones Muro, Peru",Military - Peruvian Army Aviation,NaN,Mil Mi-17,EP561,NaN,23.0,23.0,0.0
4016,1996-03-12,00:00:00,"Karabogazgol Bay, Turkmenistan",Akhal Air,NaN,Mil Mi-8T (helicopter),EZ-22684,8142,12.0,12.0,0.0
4017,1996-04-03,14:52:00,"Near Dubrovnik, Croatia",Military - U.S. Air Force,21,Boeing B-737-T43,73-1149,20696/347,35.0,35.0,0.0
4018,1996-04-05,14:44:00,"Near Petropavlovsk, Russia",Krasnoyarskie Avialinii,NaN,Ilyushin IL-76TD,RA-76752,0093498967,20.0,20.0,0.0
4019,1996-04-05,00:00:00,"Off Matsu Island, Taiwan",Formosa Airlines,NaN,Dornier 228-212,B-12257,8223,17.0,6.0,0.0
4020,1996-04-11,08:24:00,"Cheyenne, Wyoming",Private,NaN,Cessna 177B,N35207,17702266,3.0,3.0,0.0
4021,1996-05-03,22:00:00,"Near Haj Yousif, Sudan",Federal Airlines,NaN,Antonov AN-24,ST-FAG,STFA001,53.0,53.0,0.0
4022,1996-05-09,00:00:00,"Near Terrace, British Columbia, Canada",Buffalo Narrows Airways,NaN,de Havilland Canada DHC-3 Otter,C-GDOB,194,2.0,2.0,0.0
4023,1996-05-10,00:00:00,"Otaez, Mexico",Aeroservicios Empresariales de Durango,NaN,de Havilland Canada DHC-6 Twin Otter 200,XA-SWJ,126,19.0,16.0,0.0
4024,1996-05-11,14:15:00,"Everglades, Miami, Florida",ValuJet,592,McDonnell Douglas DC-9-32,N904VJ,47377/496,110.0,110.0,0.0
4025,1996-05-11,13:15:00,"Oumba, Papua New Guinea",Milne Bay Air,NaN,Britten Norman BN-2A-20 Trislander,P2-ISD,582,10.0,1.0,0.0
4026,1996-05-19,23:36:00,"Griesta, United Kingdom",Loganair,NaN,Britten-Norman BN-2A-26 Islander,G-BEDZ,544,3.0,3.0,0.0
4027,1996-06-06,00:00:00,"Kinshasa, Democratic Republic Congo",Hoseba,NaN,Ilyushin 76MD,UR-76539,0033442234,10.0,10.0,0.0
4028,1996-06-09,14:55:00,"Rasht, Iran",Iran Air,NaN,Boeing 727-286,EP-IRU,21079/1131,7.0,7.0,0.0
4029,1996-06-12,19:00:00,"Near Rollingstone, Queensland  Australia",Military - Australian Army Aviation,NaN,Sikorsky S-70 / Sikorsky S-70,A25-113/A25-209,70-1186 / 70-1346,28.0,18.0,0.0
4030,1996-06-13,12:07:00,"Fukuoka, Japan",Garuda Indonesia Airlines,865,McDonnell Douglas DC-10-30,PK-GIE,46685/284,275.0,3.0,0.0
