id,fecha,hora,ruta,operador,nro_vuelo,tipo_aeronave,registro,cn_ln,total_a_bordo,cantidad_de_fallecidos,fallecidos_en_tierra
0,1908-09-17,17:18:00,"Fort Myer, Virginia",Military - U.S. Army,NaN,Wright Flyer III,NaN,1,2.0,1.0,0.0
1,1909-09-07,00:00:00,"Juvisy-sur-Orge, France",NaN,NaN,Wright Byplane,SC1,NaN,1.0,1.0,0.0
2,1912-07-12,06:30:00,"Atlantic City, New Jersey",Military - U.S. Navy,NaN,Dirigible,NaN,NaN,5.0,5.0,0.0
3,1913-08-06,00:00:00,"Victoria, British Columbia, Canada",Private,NaN,Curtiss seaplane,NaN,NaN,1.0,1.0,0.0
4,1913-09-09,18:30:00,Over the North Sea,Military - German Navy,NaN,Zeppelin L-1 (airship),NaN,NaN,20.0,14.0,0.0
5,1913-10-17,10:30:00,"Near Johannisthal, Germany",Military - German Navy,NaN,Zeppelin L-2 (airship),NaN,NaN,28.0,28.0,0.0
6,1915-03-05,01:00:00,"Tienen, Belgium",Military - German Navy,NaN,Zeppelin L-8 (airship),NaN,NaN,41.0,17.0,0.0
7,1915-09-03,15:20:00,"Off Cuxhaven, Germany",Military - German Navy,NaN,Zeppelin L-10 (airship),NaN,NaN,19.0,19.0,0.0
8,1916-07-28,00:00:00,"Near Jambol, Bulgeria",Military - German Army,NaN,Schutte-Lanz S-L-10 (airship),NaN,NaN,20.0,20.0,0.0
9,1916-09-24,01:00:00,"Billericay, England",Military - German Navy,NaN,Zeppelin L-32 (airship),NaN,NaN,22.0,22.0,0.0
10,1916-10-01,23:45:00,"Potters Bar, England",Military - German Navy,NaN,Zeppelin L-31 (airship),NaN,NaN,19.0,19.0,0.0
11,1916-11-21,00:00:00,"Mainz, Germany",Military - German Army,NaN,Super Zeppelin (airship),NaN,NaN,28.0,27.0,0.0
12,1916-11-28,23:45:00,"Off West Hartlepool, England",Military - German Navy,NaN,Zeppelin L-34 (airship),NaN,NaN,20.0,20.0,0.0
13,1917-03-04,00:00:00,"Near Gent, Belgium",Military - German Army,NaN,Airship,NaN,NaN,20.0,20.0,0.0
14,1917-03-30,00:00:00,Off Northern Germany,Military - German Navy,NaN,Schutte-Lanz S-L-9 (airship),NaN,NaN,23.0,23.0,0.0
15,1917-05-14,05:15:00,"Near Texel Island, North Sea",Military - German Navy,NaN,Zeppelin L-22 (airship),NaN,NaN,21.0,21.0,0.0
16,1917-06-14,08:45:00,"Off Vlieland Island, North Sea",Military - German Navy,NaN,Zeppelin L-43 (airship),NaN,NaN,24.0,24.0,0.0
17,1917-06-17,00:00:00,"Near Yarmouth, England",NaN,NaN,Zepplin L-48 (air ship),L-48,NaN,16.0,14.0,0.0
18,1917-08-21,07:00:00,Off western Denmark,Military - German Navy,NaN,Zeppelin L-23 (airship),NaN,NaN,18.0,18.0,0.0
19,1917-10-20,07:45:00,"Near Luneville, France",Military - German Navy,NaN,Zeppelin L-44 (airship),NaN,NaN,18.0,18.0,0.0
20,1918-04-07,21:30:00,Over the Mediterranean,Military - German Navy,NaN,Zeppelin L-59 (airship),NaN,NaN,23.0,23.0,0.0
21,1918-08-05,00:00:00,"Off Helgoland Island, Germany",Military - German Navy,NaN,Zeppelin L-70 (airship),NaN,NaN,22.0,22.0,0.0
22,1918-08-11,10:00:00,"Ameland Island, North Sea",Military - German Navy,NaN,Zeppelin L-53 (airship),NaN,NaN,19.0,19.0,0.0
23,1918-12-16,00:00:00,"Elizabeth, New Jersey",US Aerial Mail Service,NaN,De Havilland DH-4,97,NaN,1.0,1.0,0.0
24,1919-05-25,00:00:00,"Cleveland, Ohio",US Aerial Mail Service,NaN,De Havilland DH-4,61,NaN,1.0,1.0,0.0
25,1919-07-19,00:00:00,"Dix Run, Pennsylvania",US Aerial Mail Service,NaN,De Havilland DH-4,82,NaN,1.0,1.0,0.0
26,1919-07-21,16:55:00,"Chicago, Illinois",Wingfoot Air Express Goodyear Tire,NaN,FD Type Dirigible,NaN,NaN,,3.0,10.0
27,1919-08-02,00:00:00,"Verona, Italy",Caproni Company,NaN,Caproni Ca.48,NaN,NaN,14.0,14.0,0.0
28,1919-10-02,00:00:00,"Newcastle, England",Aircraft Transport and Travel,NaN,De Havilland DH-4,NaN,NaN,1.0,1.0,0.0
29,1919-10-14,00:00:00,"Cantonsville, Maryland",US Aerial Mail Service,NaN,Curtiss R-4LM,32,NaN,1.0,1.0,0.0
30,1919-10-20,00:00:00,"English Channel off Forkstone, Kent",Aircraft Transport and Travel,NaN,De Havilland DH-4,G-EAHG,NaN,0.0,0.0,0.0
31,1919-10-30,00:00:00,"Long Valley, New Jersey",US Aerial Mail Service,NaN,De Havilland DH.4,77,77,1.0,1.0,0.0
32,1919-12-11,00:00:00,"Catherham, Surrey, UK",Aircraft Travel Transport,NaN,de Havilland DH-4,G-EAHF,NaN,1.0,1.0,0.0
33,1920-03-10,00:00:00,"New Paris, Indiana",US Aerial Mail Service,NaN,De Havilland DH-4,65,NaN,1.0,1.0,0.0
34,1920-03-30,00:00:00,"Newark, New Jersey",US Aerial Mail Service,NaN,De Havilland DH-4,72,NaN,1.0,1.0,0.0
35,1920-04-10,00:00:00,"Newark, New Jersey",US Aerial Mail Service,NaN,Curtiss R-4LM,49,NaN,2.0,1.0,0.0
36,1920-04-11,00:00:00,"Heller Field, New Jersey",US Aerial Mail Service,NaN,Curtiss JN-4H,44,NaN,2.0,1.0,0.0
37,1920-05-12,00:00:00,"Oskaloosa, Iowa",US Aerial Mail Service,NaN,De Havilland DH-4,79,NaN,2.0,1.0,0.0
38,1920-06-06,00:00:00,"Cleveland, Ohio",US Aerial Mail Service,NaN,De Havilland DH-4,204,NaN,1.0,1.0,0.0
39,1920-07-20,00:00:00,"Cartagena, Columbia",Compañia Colombiana de Navegación Aérea,NaN,Farman F-40,NaN,NaN,1.0,1.0,0.0
40,1920-08-16,00:00:00,"Bedford, England",By Air,NaN,Armstrong-Whitworth F-K-8,G-EALW,NaN,1.0,1.0,0.0
41,1920-08-16,00:00:00,"College Park, Maryland",US Aerial Mail Service,NaN,De Havilland DH-4,317,NaN,1.0,1.0,0.0
42,1920-09-01,00:00:00,"Morristown, New Jersey",US Aerial Mail Service,NaN,Junkers JL-6,305,NaN,2.0,2.0,0.0
43,1920-09-15,00:00:00,"Pemberville, Ohio",US Aerial Mail Service,NaN,Junkers F-13,308,NaN,2.0,2.0,0.0
44,1920-09-27,00:00:00,"Hillersburg, Pennsylvania",US Aerial Mail Service,NaN,De Havilland DH-4,316,NaN,1.0,1.0,0.0
45,1920-10-02,00:00:00,"Off Port Vendres, France",Latecoere Airlines,NaN,Salmson 2-A-2,F-ALAI,31,2.0,2.0,0.0
46,1920-10-05,00:00:00,"Valencia, Spain",Latecoere Airlines,NaN,Breguet 14,F-ALTA,20,2.0,2.0,0.0
47,1920-10-15,00:00:00,"Batavia, Illinois",US Aerial Mail Service,NaN,De Havilland DH-4,76,NaN,1.0,1.0,0.0
48,1920-11-07,00:00:00,"Tie Siding, Wyoming",US Aerial Mail Service,NaN,De Havilland DH-4,NaN,178,1.0,1.0,0.0
49,1920-12-14,12:15:00,"London, England",Handley Page Transport,NaN,Handley Page HP-16,G-EAMA,HP-25,8.0,4.0,0.0
50,1920-12-24,00:00:00,"Barcelona, Spain",Aeropostale,NaN,Breguet 14,F-ALBO,57,1.0,1.0,0.0
51,1921-02-03,00:00:00,"Mendotta, Minnisota",US Aerial Mail Service,NaN,De Havilland DH-4,130,NaN,1.0,1.0,0.0
52,1921-02-09,00:00:00,"La Crosse, Wisconsin",US Aerial Mail Service,NaN,Junkers F-13,301,NaN,3.0,3.0,0.0
53,1921-02-15,00:00:00,Off Gibraltar,Aeropostale,NaN,Breguet 14,F-ALBA,NaN,2.0,2.0,0.0
54,1921-02-22,00:00:00,"Elko, Nevada",US Aerial Mail Service,NaN,De Havilland DH-4,67,NaN,1.0,1.0,0.0
55,1921-04-06,00:00:00,"Point Cook, Australia",Military - Royal Australian Air Force,NaN,Avro 504,H3021,NaN,2.0,2.0,0.0
56,1921-04-21,00:00:00,"Mitchel Field, NY",US Aerial Mail Service,NaN,De Havilland DH-4,160,NaN,1.0,1.0,0.0
57,1921-04-29,00:00:00,"Cleveland, Ohio",US Aerial Mail Service,NaN,De Havilland DH-4,196,NaN,1.0,1.0,0.0
58,1921-05-17,00:00:00,"Rock Springs, Wyoming",US Aerial Mail Service,NaN,"De Havilland DH-4De Havilland DH-4",176,NaN,1.0,1.0,0.0
59,1921-08-14,00:00:00,"Toulouse, France",Aeropostale,NaN,Breguet 14,F-ALBI,NaN,2.0,2.0,0.0
60,1921-08-24,17:40:00,"River Humber, England",Military - Royal Airship Works,NaN,Royal Airship Works ZR-2 (airship),R-38,R-38,49.0,43.0,1.0
61,1921-09-06,00:00:00,"Paris, France",Franco-Roumaine,NaN,Potez IX,F-ADCD,160,5.0,5.0,0.0
62,1921-12-05,00:00:00,"Near Murchinson River, Australia",West Australian Airways,NaN,Bristol 28 Tourer,G-AUDI,6116,2.0,2.0,0.0
63,1922-01-14,00:00:00,"Paris, France",Handley Page Transport,NaN,Handley Page O/10,G-EATN,HP-43,5.0,5.0,5.0
64,1922-02-21,00:00:00,"Near Norfolk, Virginia",Military - U.S. Army Air Service,NaN,Dirigible Roma (airship),NaN,NaN,45.0,34.0,0.0
65,1922-03-22,11:40:00,North Atlantic Ocean,Aero Limited,NaN,Aeromarine Model 85 (flying boat),NaN,NaN,6.0,5.0,0.0
66,1922-04-07,13:15:00,"Grandvilliers, France",Daimler Airways / Grands Express Aeriens,NaN,de Havilland DH-18 / Farman F-60 Goliath,G-EAOW/FGEAD,4,7.0,7.0,0.0
67,1922-04-08,00:00:00,"Pao Ting Fou, China",NaN,NaN,NaN,NaN,NaN,17.0,17.0,0.0
68,1922-06-03,00:00:00,"Off Folkestone, Kent, England",Cie des Messageries Aeriennes,NaN,Bleriot Spad 27,F-ACMH,555,3.0,3.0,0.0
69,1922-07-04,00:00:00,"Fuhlsbuttel, Germany",NaN,NaN,LVG C VI,NaN,NaN,3.0,2.0,0.0
70,1922-07-16,16:45:00,"Near Saverne, Lorraine, France",Compagnie Franco-Roumaine de Navigaation Aerienne,NaN,Potez 29,F-FREI,25,5.0,5.0,0.0
71,1922-07-26,00:00:00,"Cadix, Spain",Grands Express Aeriens,NaN,Breguet 14,F-ALVE,117,3.0,3.0,0.0
72,1922-09-07,00:00:00,"Indianapolis, Indiana",US Aerial Mail Service,NaN,De Havilland DH-4,227,NaN,1.0,1.0,0.0
73,1922-10-02,00:00:00,"Venice, Italy",de Havilland Air Service,NaN,de Havilland DH-9,G-EAYT,14,4.0,4.0,0.0
74,1922-10-25,00:00:00,"Larache, Morocco",Grands Express Aeriens,NaN,Breguet 14,NaN,NaN,2.0,2.0,0.0
75,1922-12-03,00:00:00,"Fez, Morocco",Grands Express Aeriens,NaN,Breguet 14,F-ALNA,14,1.0,1.0,0.0
76,1923-01-10,00:00:00,"Ajaccio, France",Amee de l'Air,NaN,Lioré-et-Olivier H-13,F-AEIB,4,4.0,3.0,0.0
77,1923-01-17,00:00:00,"Barcelona, Spain",Grands Express Aeriens,NaN,Breguet 14,F-ALJU,6083-130,1.0,1.0,0.0
78,1923-01-18,00:00:00,"Cheyenne, Wyoming",US Aerial Mail Service,NaN,De Havilland DH-4,223,NaN,1.0,1.0,0.0
79,1923-02-26,00:00:00,"Meadville, Pennsylvania",US Aerial Mail Service,NaN,De Havilland DH-4,291,NaN,1.0,1.0,0.0
80,1923-05-14,13:42:00,"Near Amiens, Picrdie, France",Grands Express Aeriens (Air Union),NaN,Farman F-60 Goliath,F-AEBY,15,6.0,6.0,0.0
81,1923-08-27,17:30:00,"East Mallling, United Kingdom",Air Union,NaN,Farman F.60 Goliath,F-AECB,4,11.0,1.0,0.0
82,1923-08-27,00:00:00,"Bucharest, Romania",Campagnie France Roumaine,NaN,Blériot Spad 46,F-AEGN,28,2.0,2.0,0.0
83,1923-09-07,00:00:00,"Colton, Ohio",US Aerial Mail Service,NaN,De Havilland DH-4,283,NaN,1.0,1.0,0.0
84,1923-09-14,18:00:00,"Near Ivinghoe, Buckinghamshire, England",Daimler Airways,NaN,de Havilland DH-34,G-EBBS,29,5.0,5.0,0.0
85,1923-11-18,00:00:00,Russia,CCCP,NaN,Junkers F-13,D-257,NaN,5.0,3.0,0.0
86,1923-12-06,00:00:00,"Castalia, Ohio",US Aerial Mail Service,NaN,De Havilland DH-4,318,NaN,1.0,1.0,0.0
87,1923-12-23,02:30:00,Over the Mediterranean Sea,Military - French Navy,NaN,Zeppelin Dixmunde (airship),L-72,NaN,52.0,52.0,0.0
88,1923-12-24,00:00:00,"Egbert, WY",US Aerial Mail Service,NaN,De Havilland DH-4,315,NaN,1.0,1.0,0.0
89,1924-03-07,00:00:00,"Grampian, Pennsylvania",US Aerial Mail Service,NaN,De Havilland DH-4,327,NaN,1.0,1.0,0.0
90,1924-04-24,00:00:00,Over the English Channel,KLM Royal Dutch Airlines,NaN,Fokker F.III,H-NABS,1535,3.0,3.0,0.0
91,1924-06-08,00:00:00,"Barranquilla, Colombia",SCADTA,NaN,Junkers F-13,A16,684,5.0,5.0,0.0
92,1924-08-01,00:00:00,United States,US Aerial Mail Service,NaN,De Havilland DH-4,297,NaN,1.0,1.0,0.0
93,1924-11-06,00:00:00,"Cabrerolles, France",Grands Express Aeriens,NaN,Breguet 14,F-AFBD,NaN,1.0,1.0,0.0
94,1924-12-21,00:00:00,"Goshen, Indiana",US Aerial Mail Service,NaN,De Havilland DH-4,311,NaN,1.0,1.0,0.0
95,1924-12-24,12:00:00,"Purley, England",Imperial Airways,NaN,de Havilland DH-34B,G-EBBX,36,8.0,8.0,0.0
96,1925-03-22,00:00:00,"Near Tiflis, Georgia, USSR",Zakavia,NaN,Junkers F-13,R-RECA,590,5.0,5.0,0.0
97,1925-04-25,00:00:00,"Alicante, Spain",Grands Express Aeriens,NaN,Breguet 14,F-AFBB,202,3.0,3.0,0.0
98,1925-06-25,00:00:00,"Landrécies, France",KLM Royal Dutch Airlines,NaN,Fokker (KLM)  F.III,H-NABM,1502,4.0,4.0,0.0
99,1925-06-26,00:00:00,"Alicante, Spain",Grands Express Aeriens,NaN,Lioré-et-Olivier LeO H-13,F-FREM,NaN,2.0,2.0,0.0
100,1925-07-20,00:00:00,"Rosas, Spain",Lignes Aeriennes Latecoere,NaN,Breguet 14,F-AFBI,209,1.0,1.0,0.0
101,1925-07-24,00:00:00,"Budapest, Hungary",CIDNA,NaN,Potez IX,NaN,NaN,1.0,1.0,0.0
102,1925-09-03,05:30:00,"Caldwell, Ohio",Military - U.S. Navy,NaN,Dirigible ZR-1 Shenandoah (airship),ZR-1,NaN,43.0,14.0,0.0
103,1925-09-07,00:00:00,"Toul, France",CIDNA,NaN,Spad 33,NaN,NaN,,,
104,1925-10-01,00:00:00,"Mt. Nittany, Ohio",US Aerial Mail Service,NaN,De Havilland DH-4,385,NaN,1.0,1.0,0.0
105,1925-11-14,00:00:00,"Nouadhibou, Mauritania",Lignes Aeriennes Latecoere,NaN,Breguet 14,F-AEGZ,168,1.0,1.0,0.0
106,1925-11-14,00:00:00,"Off Boulogne-sur-Mer, France",Air Union,NaN,Farman F-60 Goliath,F-FHMY,NaN,2.0,2.0,0.0
107,1926-02-12,00:00:00,"Montpelier, Ohio",US Aerial Mail Service,NaN,Curtiss Carrier Pigeon,602,NaN,1.0,1.0,0.0
108,1926-03-08,00:00:00,"Staaken, Germany",Deutche Lufthansa,NaN,Junkers F-13,"D-290D-290",665,1.0,1.0,0.0
109,1926-05-31,00:00:00,English Channel,Air Union,NaN,Breguet 14,F-ADAI,1908,1.0,1.0,0.0
110,1926-07-03,00:00:00,"Rossaugpt, Czechoslovakia",Compagnie Internationale de Navigation Aérienne,NaN,Caudron C-61,F-AFBT,5307,6.0,6.0,0.0
111,1926-07-09,09:30:00,"Wolvertem, Belgium",KLM Royal Dutch Airlines,NaN,Fokker F7,H-NACC,4759,2.0,2.0,0.0
112,1926-07-24,00:00:00,"Juist, Germany",Deutsche Lufthansa,NaN,Junkers F-13,D-272,660,5.0,5.0,0.0
113,1926-08-18,00:00:00,"Hurst, Kent, England",Air Union,NaN,Bleriot 155,F-AIEB,2,15.0,3.0,0.0
114,1926-09-26,00:00:00,"New York, New York",NaN,NaN,Sikorsky S-25,NaN,NaN,5.0,2.0,0.0
115,1926-10-02,15:27:00,"Leigh, Kent, Unied Kingdom",Air Union,NaN,Bleriot 155,F- AICQ,1,7.0,7.0,0.0
116,1926-10-08,00:00:00,"Bueren, Germany",Deutsche Lufthansa,NaN,Fokker FG III,D-468,1554,4.0,4.0,0.0
117,1926-10-21,13:15:00,English Channel,Imperial Airways,NaN,Handley Page W-10,G-EBMS,W10/3,12.0,0.0,0.0
118,1926-11-11,08:00:00,"Cape Bojador, Morocco",Grands Express Aeriens,NaN,Breguet 14,F-AFAX,198,3.0,3.0,0.0
119,1926-12-16,00:00:00,"Medford, Oregon",Pacific Air Transport,NaN,Ryan M-1,2,NaN,1.0,1.0,0.0
120,1927-01-12,00:00:00,"Estaires, France",Fokker,NaN,Fokker F-VII,G-EBPL,4938,0.0,0.0,0.0
121,1927-03-20,00:00:00,"Rabat, Morocco",Grands Express Aeriens,NaN,Breguet 14,F-ALRA,NaN,1.0,1.0,0.0
122,1927-03-24,00:00:00,"Tambo, Qld, Australia",Qantas,NaN,de Havilland DH-9C,G-AUED,86,3.0,3.0,0.0
123,1927-04-15,00:00:00,"King Hill, Idaho",Varney Air Lines,NaN,"SwallowSwallow",NaN,A28,1.0,1.0,0.0
124,1927-04-22,00:00:00,"Floh, Germany",Deutsche Lufthansa,NaN,Fokker FG III,D-729,1567,2.0,2.0,0.0
125,1927-04-22,00:00:00,"Goshen, Indiana",US Aerial Mail Service,NaN,Douglas M-4,626,NaN,1.0,1.0,0.0
126,1927-05-02,00:00:00,"Algiers, Algeria",Air Union,NaN,SPCA Meteore 63,F-AIFN,NaN,3.0,1.0,0.0
127,1927-07-27,00:00:00,"Amoneburg, Germany",Deutsche Lufthansa,NaN,Junkers F-13,D-206,591,5.0,5.0,0.0
128,1927-08-22,08:30:00,"Sevenoaks, England",KLM Royal Dutch Airlines,NaN,Fokker F-VIII,"H-NADUH-NADU",4993,11.0,1.0,0.0
129,1927-09-03,00:00:00,"Willington, Connecticut",Colonial Air Transport,NaN,Fokker Universal,"NC52  	NC52",405,1.0,1.0,0.0
130,1927-09-17,00:00:00,"Hadley, New Jersey",Reynolds Airways,NaN,Fokker F-VII,NC776,4840,12.0,7.0,0.0
131,1927-09-17,04:05:00,Atlantic Ocean,Private,NaN,Fokker F7,NX703,4899/0501,3.0,3.0,0.0
132,1927-09-23,10:00:00,"Schleiz, Germany",Deutsche Lufthansa,NaN,Dornier Merkur,D-585,075,6.0,6.0,0.0
133,1927-10-06,00:00:00,"Thies, Mauritania",Lignes Aeriennes Latecoere,NaN,Breguet 14,F-AGBN,229,2.0,2.0,0.0
134,1927-10-30,00:00:00,"New Brunswick, New Jersey",Colonial Air Transport,NaN,Fairchild FC-2,NaN,20,4.0,4.0,0.0
135,1927-11-08,00:00:00,"Strasburg, France",CIDNA,NaN,Farman F-121 Jabiru,F-AIBR,1,1.0,1.0,0.0
136,1927-11-16,00:00:00,Over the Gulf of Finland,Aero O-Y,NaN,Junkers F-13,K-SALD,798,6.0,6.0,0.0
137,1927-11-29,00:00:00,"Corunna, Indiana",National Air Transport,NaN,Douglas M-4,"NC62  	NC1062",PO641,1.0,1.0,0.0
138,1927-12-28,00:00:00,"Almeria, Spain",Aeropostale,NaN,Breguet 14,F-AFGS,227,1.0,1.0,0.0
139,1927-12-31,00:00:00,"Near Marseille,France",Latecoere Airlines,NaN,Latécoère 23 (flying boat),F-AIHP,23-1,5.0,5.0,0.0
140,1928-01-08,00:00:00,"Near Canajoharie, New York",Colonial Western Airlines,NaN,Fairchild FC-2,NC3780,39,3.0,3.0,0.0
141,1928-01-16,00:00:00,"Solis, Uruguay",Aeropostale,F-AIKG,Latecoere 25,F-AIKG,633,2.0,2.0,0.0
142,1928-01-22,00:00:00,"L'Hospitalet, Ariège",Aeropostale,NaN,Breguet 14,F-AHEQ,NaN,1.0,1.0,0.0
143,1928-01-22,00:00:00,"Tarragona, Spain",Aeropostale,NaN,Breguet 14,F-AHEQ,240,2.0,2.0,0.0
144,1928-01-27,00:00:00,"Almeria, Spain",Aeropostale,NaN,Breguet 14,F-AFHN,162,1.0,1.0,0.0
145,1928-02-26,00:00:00,"Marquette, Nebraska",Boeing Air Transport,NaN,Boeing 40,NC280,891,2.0,1.0,0.0
146,1928-03-11,00:00:00,"Off Cape Griz Nez, France",Air Union,NaN,Farman F-60 Goliath,F-AEFC,62/6943,2.0,2.0,0.0
147,1928-04-17,00:00:00,"Federal, Wyoming",Boeing Air Transport,NaN,Boeing 40,"NC282NC282",893,2.0,1.0,0.0
148,1928-04-19,00:00:00,"Minuesa, Spain",Iberia Airlines,NaN,Rohrbach Roland,M-CCCC,36,9.0,9.0,0.0
149,1928-05-07,00:00:00,"Florianopolis, BrazilFlorianopolis, BrazilFlorianopolis, Brazil",Aeropostale,NaN,Latecoere 26,F-AIMQ,671,5.0,1.0,0.0
150,1928-05-12,00:00:00,"Dearborn, Minnesota",Ford Air Freight Inc.,NaN,Ford 4,NC1492,4-AT-001,2.0,2.0,0.0
151,1928-05-26,00:00:00,"Radevormwald, Germany",Deutsche Lufthansa,NaN,Junkers F-13,D-583,742,5.0,3.0,0.0
152,1928-06-14,00:00:00,"Frankfurt, Germany",Deutsche Lufthansa,NaN,AEGK,D-74,439,5.0,5.0,0.0
153,1928-06-22,00:00:00,"Lebo, Kansas",National Air Transport,NaN,Douglas M-4,NC1059,628,1.0,1.0,0.0
154,1928-07-10,00:00:00,Over the Gulf of Finland,Aero O-Y,NaN,Junkers F-13,K-SALB,760,6.0,6.0,0.0
155,1928-07-13,00:00:00,"Purley, England",Imperial Airways,NaN,Vickers 74 Vulcan,G-EBLB,9,6.0,4.0,0.0
156,1928-07-24,14:48:00,"Waalhaven, Netherlands",KLM Royal Dutch Airlines,NaN,Fokker (KLM) F.III,H-NABR,1533 (KLM-1),6.0,1.0,0.0
157,1928-08-25,11:00:00,"Near Port Townsend, BC, Canada",British Columbia Airways,NaN,Ford 4-AT-B Tri Motor,G-CATX,4-AT-26,7.0,7.0,0.0
158,1928-09-02,09:15:00,"Toul, France",CIDNA,NaN,Bleriot Spad 33,F-AIEP,5/4207,5.0,5.0,0.0
159,1928-09-04,00:00:00,"Adelaide Hills, Australia",Qantas,NaN,de Havilland DH.50J,G-AUHI,5,2.0,1.0,0.0
160,1928-09-04,11:30:00,"Pocatello, Idaho",National Parks Airways,NaN,Fokker Super Universal,NC7242,809,7.0,7.0,0.0
161,1928-09-06,00:00:00,"Heroldbach, Germany",Deutsche Lufthansa,NaN,Fokker FG III,D-180,1531,3.0,3.0,0.0
162,1928-10-04,00:00:00,"Gerona, Spain",Aeropostale,NaN,Breguet 14,"F-AEEJF-AEEJ",159,3.0,3.0,0.0
163,1928-10-18,00:00:00,"Polk, Pennsylvania",National Air Transport,NaN,Douglas M-4,NC1064,658,1.0,1.0,0.0
164,1928-10-31,00:00:00,"Valence, France",Air Union,NaN,Bleriot Spad 56,F-AIMN,4381.9,2.0,1.0,0.0
165,1928-11-15,00:00:00,Off Gibraltar,Aeropostale,NaN,Latecoere 32,F-AISN,80,3.0,1.0,0.0
166,1928-11-24,00:00:00,"Edgerton, Ohio",Universal Airlines,NaN,Hamilton H-47,NC7521,46,3.0,3.0,0.0
167,1928-11-25,00:00:00,"Edgerton, Ohio",Continental Air Lines,NaN,Travel Air 4000,NC5436,525,1.0,1.0,0.0
168,1928-11-25,00:00:00,"Bristolville, Ohio",National Air Transport,NaN,Douglas M-4,NC792,650,1.0,1.0,0.0
169,1928-12-01,10:00:00,"Spur, Texas",Sunbeam Air Transport Co.,NaN,Ford 4-AT-B Tri Motor,NC7862,4-AT-47,5.0,5.0,0.0
170,1928-12-03,08:00:00,"Near Rio de Janeiro,Brazil",Syndicato Condor,NaN,Dornier Wal,P-BACA,83,14.0,14.0,0.0
171,1928-12-10,10:45:00,"Spokan, Washington",Spokane Airways,NaN,Ford Tri-motor 4,NC7687,4-AT-045,5.0,5.0,0.0
172,1928-12-11,00:00:00,"Letzlingen, Germany",Deutsche Lufthansa,NaN,Junkers G-31,D-1473,3005,4.0,3.0,0.0
173,1928-12-20,00:00:00,"Huron, Ohio",National Air Transport,NaN,Douglas M-4,NC790,653,1.0,1.0,0.0
174,1928-12-23,00:00:00,"Chattanooga, Tennessee",Interstate Airlines,NaN,Fairchild FC-2,NaN,NaN,4.0,4.0,0.0
175,1928-12-31,00:00:00,"Reims, France",CIDNA,NaN,Blériot Spad 66,F-AEHX,3359-40,3.0,2.0,0.0
176,1929-01-05,00:00:00,"Stafford Springs, Connecticut",Colonial Air Transport,NaN,Fairchild FC-2,NC5650,111,1.0,1.0,0.0
177,1929-01-18,00:00:00,"Cove, Oregon",Varney Air Lines,NaN,Stearman C-38,NC1682,102,1.0,1.0,0.0
178,1929-01-25,00:00:00,"Near Corfu, Greece",Aeroespresso,NaN,CMASA Wal,I-AZDA,053,9.0,2.0,0.0
179,1929-01-31,00:00:00,Off Morocco,Aeropostale,NaN,Latecoere 26,"F-AIMUF-AIMU",674,2.0,2.0,0.0
180,1929-01-31,00:00:00,"Morgantown, West Virginia",Skyline Transportation Company,NaN,Travel Air 4000,NC6480,800,1.0,1.0,0.0
181,1929-03-17,17:00:00,"Newark, New Jersey",Colonial Western Airlines,NaN,Ford 5-AT-B Tri Motor,NC7683,4-AT-41,15.0,14.0,0.0
182,1929-03-30,09:18:00,"Near Beaumont, California",New Standard Airlines,NaN,Fokker F-VIIA,NC7888,617,4.0,4.0,0.0
183,1929-04-21,11:45:00,"San Diego, California",Maddux Airlines / Military - U.S.Army Air Force,NaN,Ford 5-AT-B Tri-Motor / B-PW-9D,NC9636 / 28-037,4-AT-010,6.0,6.0,0.0
184,1929-05-09,00:00:00,"Tampico, Mexico",Mexicana,NaN,Ford Tri-motor 4,M-SCAL,NaN,5.0,5.0,0.0
185,1929-05-18,00:00:00,"Tököl,  Pest Hungary",MALERT,NaN,Fokker F-III,H-MABC,1604,2.0,2.0,0.0
186,1929-05-22,00:00:00,Algiers,Aeropostale,NaN,Cams 53,F-AISX,07,6.0,4.0,0.0
187,1929-06-13,08:00:00,"Santiago de Cuba, Cuba",Pan American Airways,NaN,Fokker F-X,NC9700,1010,5.0,2.0,0.0
188,1929-06-14,00:00:00,"Barcelona, Spain",Aeropostale,NaN,Breguet 14,F-AFEJ,217,2.0,1.0,0.0
189,1929-06-17,11:30:00,"Off Dungeness, England",Imperial Airways,NaN,Handley Page W-10,G-EBMT,W10/4,13.0,7.0,0.0
190,1929-06-24,00:00:00,"St. Paul, Minnesota",Northwest Orient Airlines,NaN,Ford 5-AT-B Tri-Motor,NC7416,5-AT-002,8.0,1.0,0.0
191,1929-06-29,21:00:00,"Near Lindau, Bavaria, Germany",Bodensee Aerolloyd,NaN,Domier Delphin III (flying boat),D-1620,151,5.0,5.0,0.0
192,1929-06-29,00:00:00,"Columbus, Ohio",Continental Air Lines,NaN,Travel Air 4000,NC5435,524,1.0,1.0,0.0
193,1929-08-11,00:00:00,"Clovis, New Mexico",Middle States Airlines,NaN,Lockheed 5 Vega,NC870E,NaN,4.0,4.0,0.0
194,1929-08-24,00:00:00,"Sochi, Russia",Ukvozduchput,NaN,Kalinin K-4,CCCP-217,108,1.0,1.0,0.0
195,1929-08-24,00:00:00,"Elm, Germany",Deutsche Lufthansa,NaN,Fokker FG II,D-757,1571,5.0,4.0,0.0
